,name
1490,"KW 1491 400058 Bhagya Apartment,Bhardawadi Road,Andheri West"
1491,"KW 1492 400058 Dongrikar House,Near Agnidevata Mandir,Andheri West Congested Area"
1492,"KW 1493 400058 Sagar Kutir,J P Road,Seven Bungalows,Andheri West Congested Area"
1493,"KW 1494 400058 Dhakle House,Bazar Gali,Andheri West Congested Area"
1494,"KW 1495 400058 Vastu Prestige,New Link Road,Andheri West"
1495,"KW 1496 400058 Kapaswadi Shifting Sra,Behind D N Nagar Police Station,Andheri West"
1496,"KW 1497 400058 Dhangarwadi,Wireless Road,Juhu Galli,Andheri West Congested Area"
1497,"KW 1498 400058 Gulistan-E- Hind,10Th Road,Juhu Scheme,Andheri West"
1498,"KW 1499 400058 Shree Sai Baba Nagar,V.D. Road,Near R.G . Stone Hospital,Andheri West Congested Area"
1499,"KW 1500 400058 Shramik Nagar,Wireless Road,Near Salamiya Hotel,Andheri West Congested Area"
1500,"KW 1501 400058 Ibrahim Cahwl,Gaodevi Dongri,Andheri West Congested Area"
1501,"KW 1502 400058 Kisan Dudhwala Chawl,Cama Road,Gaodevi Dongri,Andheri West Congested Area"
1502,"KW 1503 400058 Bhanji House,Shiv Galli,Versova,Andheri West Congested Area"
1503,"KW 1504 400058 Lakde House,Buddha Galli No. 2,Andheri West Congested Area"
1504,"KW 1505 400058 Agha Khan Baug,Yari Road,Andheri West Congested Area"
1505,"KW 1506 400058 Pearl Building,Off S.V Road,Opp Paneri,Andheri W"
1506,"KW 1507 400058 Near Bmc Chawl,C D Barfiwala Road,Juhu Galli,Juhu, Andheri W Congested Area"
1507,"KW 1508 400058 Saikrupa Society, Sutari Chawl,N.S Phadke Road,Juhu Lane,Andheri W Congested Area"
1508,"KW 1509 400058 Nagappa Chawl,Wireless Compound, Off New Link Road,Juhugalli,Andheri W Congested Area"
1509,"KW 1510 400058 Gulistan Welfare Society,Juhu Galli,Andheri W Congested Area"
1510,"KW 1511 400058 Ram Mandir Bmc Chawl,C D Barfiwala Road,Juhu Galli,Juhu, Andheri W Congested Area"
1511,"KW 1512 400058 Khajurwadi,C D Barfiwala Road,Near Dutt Mandir,Andheri W Congested Area"
1512,"KW 1513 400058 Sra Bulding No 4,Sagar City Road,Sagar City,Andheri W"
1513,"KW 1514 400058 Dastagir Chawl,Off Gilbert Hill Road,Near Milap Society,Andheri W Congested Area"
1514,"KW 1515 400058 Shree Sainath Nagar,Veera Desai Road,Near R.G Stone Hospital,Andheri W Congested Area"
1515,"KW 1516 400058 Juhu Galli,Wireless Road,Madina Masjid,Andheri W Congested Area"
1516,"KW 1517 400058 Sapna Camp,Cama Road,Gaondevi Dongri,Andheri W Congested Area"
1517,"KW 1518 400058 Juned Nagar,C D Barfiwala Road,Juned Nagar,Andheri West Congested Area"
1518,"KW 1519 400058 Laxmi Prabha, Dawood Baug Lane,Andheri West"
1519,"KW 1520 400058 A-1 Hotel,Wireless Road,Juhu Galli,Andheri West"
1520,"KW 1521 400058 Dhangarwadi Aradhana Society,Wireless Road,Juhu Galli,Andheri West Congested Area"
1521,"KW 1522 400058 Aman Chs Transit Camp Sra Gulam Hussain Chawl,Wireless Road,Juhu Galli,Andheri West Congested Area"
1522,"KW 1523 400058 The Karachi Citizen Chs,Juhu Versova Link Road,Kapaswadi,Andheri West"
1523,"KW 1524 400058 Punjabi Chawl,Dadabhai Nagar Road,Behind Farooqia Chawl,Andheri West Congested Area"
1524,"KW 1525 400058 Lala Gate Chawl,Dadabhai Nagar Road,Juhu Galli,Andheri West Congested Area"
1525,"KW 1526 400058 Milap Society,Dadabhai Nagar Road,Juhu Galli,Andheri West"
1526,"KW 1527 400058 Janata Colony Welfarev Soc,Gaondevi Road,Gaondevi Dongri,Andheri West Congested Area"
1527,"KW 1528 400058 Hajibhai Chawl,Gaondevi Road,Wahid Lala Garage,Andheri West Congested Area"
1528,"KW 1529 400058 Sayyed Manzil,Gaondevi Road,Near Darussalam Masjid,Andheri West Congested Area"
1529,"KW 1530 400058 Nagappa Chawl,Juhu Galli,Near Shaane Kaliyar Bakery,Andheri W Congested Area"
1530,"KW 1531 400058 Kalibasti Kapaswadi,Juhu Versova Link Road,Kapaswadi,Juhu Congested Area"
1531,"KW 1532 400058 Bmc Slum,C.D. Barfiwala Road,Near Ram Mandir,Andheri West Congested Area"
1532,"KW 1533 400058 Vinayak Tower,N Dutta Road,Four Bungalow,Andheri West"
1533,"KW 1534 400058 Purushottam Building,J.P. Road,Near Navrang Cinema,Andheri West"
1534,"KW 1535 400058 Shramik Nagar,Wireless Road,Juhu Galli,Andheri West Congested Area"
1535,"KW 1536 400058 Nasar Building,C D Barfiwala Road,Juhu Galli,Andheri West"
1536,"KW 1537 400058 La Oyster,Ceaser Road,Opp Amboli Church,Andheri West"
1537,"KW 1538 400058 Jeevan Jyot Chawl,Juhu Galli,Dhangarwadi,Andheri West Congested Area"
1538,"KW 1539 400058 Ganesh Nagar,Juhu Versova Link Road,Near Zaf Club,Andheri W Congested Area"
1539,"KW 1540 400058 Masalawala Building,C D Barfiwala Road,Juhu Lane,Andheri W"
1540,"KW 1541 400058 Nandanvan Bldg,Vishnubaug Society Road,Behind Shopper Stop,Andheri W"
1541,"KW 1542 400058 Ekta Nagar Society,Wireless Road,Juhu Galli,Andheri West Congested Area"
1542,"KW 1543 400058 Vishal Society,Gaondevi Road,Gaodevi Dongri,Andheri West"
1543,"KW 1544 400058 Green Gate Chawl,Gilbert Hill Road,Near Sagar City,Andheri West Congested Area"
1544,"KW 1545 400058 Asha Kiran Building,J.P Road,Ywca Girls Hostel,Andheri West"
1545,"KW 1546 400058 Afzalbhai Chawl,Wireless Road,Madina Masjid,Andheri West Congested Area"
1546,"KW 1547 400058 Allauddin Chawl,Wireless Road,Andheri West Congested Area"
1547,"KW 1548 400058 Ekta Nagar Society,Wireless Road,Juhu Galli,Andheri West Congested Area"
1548,"KW 1549 400058 Ratan Kunja,Ratan Nagar,Andheri West"
1549,"KW 1550 400058 Samta Nagar,Juhu Galli,Andheri West Congested Area"
1550,"KW 1551 400058 Kharde House,Ramale Road,Patil Galli Versova,Andheri West Congested Area"
1551,"KW 1552 400058 Harshvardhan Tower,Juhu Versova Link Road,Four Bunglow,Andheri W"
1552,"KW 1553 400058 Anu Chaya Bldg,C D Burfiwala Road,Opp New India Colony,Andheri W"
1553,"KW 1554 400058 Amar Chs,Juhu Galli,Opp Salamiya Hotel,Andheri W Congested Area"
1554,"KW 1555 400058 Shiv Parvati Bldg,Near Versova Telephone Exchange,Andheri W"
1555,"KW 1556 400058 Gundecha Symphony,Veera Desai Road,Andheri W"
1556,"KW 1557 400058 Munnibaba Chawl,V M Road,Nehru Nagar,Andheri W Congested Area"
1557,"KW 1558 400058 China Tambi Chawl,V M Road,Nehru Nagar,Andheri W Congested Area"
1558,"KW 1559 400058 Egal Chawl,V M Road,Nehru Nagar,Andheri W Congested Area"
1559,"KW 1560 400058 Bal Murugan Chawl,V M Road,Nehru Nagar,Andheri W Congested Area"
1560,"KW 1561 400058 Jagdish Building,V P Road,Andheri W"
1561,"KW 1562 400058 Bhaijan Chawl,Gaondevi Dongri,Darusalam Masjid,Andheri W Congested Area"
1562,"KW 1563 400058 Rasool Chawl,Gaondevi Dongri,Makranipada,Andheri W Congested Area"
1563,"KW 1564 400058 Gulab Pani Chawl,Gaondevi Dongri,Andheri W Congested Area"
1564,"KW 1565 400058 Aman Society,Gaondevi Dongri,Andheri W Congested Area"
1565,"KW 1566 400058 Mehta Baba Chawl,Juhu Galli,Dhangarwadi,Andheri W Congested Area"
1566,"KW 1567 400058 Juhu Galli,Behind Gousiya Dargah,Andheri W Congested Area"
1567,"KW 1568 400058 Hetkunj Bldg,V P Road,Andheri W"
1568,"KW 1569 400058 Yakub Solapuri Chawl,Gaondevi Dongri,Makrani Pada,Andheri W Congested Area"
1569,"KW 1570 400058 Bharti Bhen Dadia,C.D.Barfiwala Road,Navnit Motors,Andheri West"
1570,"KW 1571 400058 Hadap Nagar,Irla Tank Road,Rada Krushna Mandir,Andheri West Congested Area"
1571,"KW 1572 400058 Rahul Appartments,S.V.Road,Opp Shoppers Stop,Andheri West"
1572,"KW 1573 400058 Aminabee Chawl,Wireless Road,Tashkan Bakery,Andheri West Congested Area"
1573,"KW 1574 400058 Jivan Prasad Building,C.D.Barfiwala Road,Opp Navnit Motors,Andheri West"
1574,"KW 1575 400058 Mahadev Patil Chawl,Cama Road,Gaondevi Dongri,Andheri West Congested Area"
1575,"KW 1576 400058 Gilbert Hill Road,Near Mubarak Masjid,Andheri West Congested Area"
1576,"KW 1577 400058 Karnatak Milan Welfare Society,Gilbert Hill Road,Near Bmc Urdu School,Andheri West Congested Area"
1577,"KW 1578 400058 Bhima Rathod Chawl,Cama Road,Gaondevi Dongri,Andheri West Congested Area"
1578,"KW 1579 400058 Noorani Chawl,Gilbert Hill Road,Andheri West Congested Area"
1579,"KW 1580 400058 Ashok Cottage,Juhu Galli,Near Kanada School,Andheri West Congested Area"
1580,"KW 1581 400058 Dinkar Chawl,Cama Road,Gaondevi Dongri,Andheri West Congested Area"
1581,"KW 1582 400058 Maharashtra Medical,Cama Road,Near Noor Masjid,Andheri West Congested Area"
1582,"KW 1583 400058 Mehtab Baba Chawl,Gilbert Hill Road,Dhangar Wadi,Andheri West Congested Area"
1583,"KW 1584 400058 Sra Bulding,Gilbert Hill Road,Sagar City,Andheri West"
1584,"KW 1585 400058 Fit And Fine Tailor,Juhu Galli,Near Taskan Bakery,Andheri West Congested Area"
1585,"KW 1586 400061 Jangle House,Varsova Road, Dongri Galli Varsova,Andheri West Congested Area"
1586,"KW 1587 400061 Sagar Kutir,J.P Road,Opp Krupa Hospital,Versova Congested Area"
1587,"KW 1588 400061 Police Vasahat,Old Fisheries Road,Behind Ekopa Building,Andheri W"
1588,"KW 1589 400061 Pillankar House,Goma Galli,Near Ingladevi Temple,Andheri West Congested Area"
1589,"KW 1590 400061 Londhe House,Shiv Galli,Versova,Andheri West Congested Area"
1590,"KW 1591 400061 Ganga Shankar Niwas,Mandavi Galli,Versova Village,Andheri W Congested Area"
1591,"KW 1592 400061 Marucha House,Buddha Galli No 2,Versova Village,Andheri W Congested Area"
1592,"KW 1593 400061 Shile House,Buddha Galli No 2,Versova Village,Andheri W Congested Area"
1593,"KW 1594 400061 Kavthe Khadi,Shashtri Nagar,Seven Bunglows,Andheri W Congested Area"
1594,"KW 1595 400061 Ganpat Niwas,Off Yari Road,Dongri Galli,Andheri West Congested Area"
1595,"KW 1596 400061 Silver Anklet Chs,,Vesava (Versova)"
1596,"KW 1597 400061 Bhatte House,Tele Galli,Versova Village,Andheri West Congested Area"
1597,"KW 1598 400061 Inlacks Apartment,Yari Road,Versova Village,Andheri West"
1598,"KW 1599 400061 Bharat Nagar,Juhu Versova Link Road,Versova,Andheri West Congested Area"
1599,"KW 1600 400102 Ram Adhar Singh Chawl,Kranti Nagar,Jogeshwari West Congested Area"
1600,"KW 1601 400102 Patra Chawl, Jay Ambe Anand Nagar,Opp.Megha Mall,Jogeshwari West Congested Area"
1601,"KW 1602 400102 Sajid Tower,,Jogeshwari West"
1602,"KW 1603 400102 Vikas Nagar,Beharma Bhag,Jogeshwari West"
1603,"KW 1604 400102 Crystel Park,S.V.Road,Jogeshwari West"
1604,"KW 1605 400102 Shakti Nagar,Shakti Nagar Road,Near Ambe Mata Mandir, Behrambaug,Jogeshwari W"
1605,"KW 1606 400102 Navshakti Nagar, Yadav Chawl,Off New Link Road,Near Lotus Petrol Pump,Jogeshwari W Congested Area"
1606,"KW 1607 400102 Shakti Nagar,Shakti Nagar Road,Near Ambe Mata Mandir, Behrambaug,Jogeshwari W Congested Area"
1607,"KW 1608 400102 Sra, Shakti Nagar,Shakti Nagar Road,Andheri W Congested Area"
1608,"KW 1609 400102 Saroday Cahwl,Off New Link Road,Anand Nagar,Jogeshwari W Congested Area"
1609,"KW 1610 400102 Kadam Chawl, Ganesh Nagar, Near Dyansagar Vidyalay, Jogeshwari West Congested Area"
1610,"KW 1611 400102 Hawaldar Chawl,S.V.Road,Kevnipada, Jogeshwari West Congested Area"
1611,"KW 1612 400102 Anand Seva Samiti Sra,New Link Road,Near Reliable Bussiness Centre,Jogeshwari W"
1612,"KW 1613 400102 Nepali Chawl,Off Behram Baug Road,Behind Ganesh Mandir Congested Area"
1613,"KW 1614 400102 Punai Mukaddam Chawl,Kandivali Hill Road,Near Angan Wadi,Jogeshvari West Congested Area"
1614,"KW 1615 400102 Ashiyana Chawl,New Link Road,Hariyana Basti, Gulshan Nagar,Jogeshvari West Congested Area"
1615,"KW 1616 400102 Mangulala Chawl,S.V.Road,Behind St. Blaise Church,Jogeshvari West Congested Area"
1616,"KW 1617 400102 Saibaba Chawl,Oshiwara Police Station Road,Near Mega Mall,Jogeshwari West Congested Area"
1617,"KW 1618 400102 Seva Samiti Chawl,Off Behram Baug Road,Vikas Nagar,Jogeshwari West Congested Area"
1618,"KW 1619 400102 Alnoor Bldg,Amrut Nagar,Jogeshwari West"
1619,"KW 1620 400102 Ganpat Seth Chawl,Sahakar Nagar Road,Yadav Nagar,Jogeshwari West Congested Area"
1620,"KW 1621 400102 Suraj Village Chawl,Sahakar Nagar Road,Yadav Nagar,Jogeshwari West Congested Area"
1621,"KW 1622 400102 R.C Patel Chawl,Behram Baug Road,Opp Golden Soil Bldg,Jogeshwari West Congested Area"
1622,"KW 1623 400102 Saibaba Chawl,Off New Link Road,Anand Nagar,Jogeshwari West Congested Area"
1623,"KW 1624 400102 Iris Park,Patel Estate Road,Near Amboli Police Station,Jogeshwari W"
1624,"KW 1625 400102 City Maker Bldg,Behram Baug Road,Behram Baug,Jogeshwari W"
1625,"KW 1626 400102 Aunorma Building,Oshiwara Link Road,Patliputra,Jogeshwari W"
1626,"KW 1627 400102 Kadam Chawl,Ganesh Nagar,Behram Baug,Jogeshvari West Congested Area"
1627,"KW 1628 400102 Yadav Chawl,Kajupada,Behram Baug,Jogeshvari West Congested Area"
1628,"KW 1629 400102 Chavan Chawl,Shukla Compound,Haryana Vasti,Jogeshvari West Congested Area"
1629,"KW 1630 400102 Janseva Chawl,Link Road,Haryana Basti,Jogeshvari West Congested Area"
1630,"KW 1631 400102 Jai Hind Chawl,Anand Nagar,Sunni Madina Masjid Congested Area"
1631,"KW 1632 400102 Royal Court Chs Ltd,Swami Vivekanand Road,Momin Nagar,,Jogeshvari West"
1632,"KW 1633 400102 Munavvara Chs,Momin Nagar,,Jogeshvari West"
1633,"KW 1634 400102 Mahadev Chawl,Yadav Nagar Congested Area"
1634,"KW 1635 400102 Jeju Pashi Chawl,Sahakar Road,Yadav Nagar,Jogeshwari West Congested Area"
1635,"KW 1636 400102 Bmc Chawl,Off Mew Link Road,Anand Nagar,Jogeshwari West Congested Area"
1636,"KW 1637 400102 Yadav Chawl,Aadarsh Nagar,Jogeshwari West Congested Area"
1637,"KW 1638 400102 Haji Joseph Chawl,S V Road,Kevni Pada,Jogeshwari West Congested Area"
1638,"KW 1639 400102 Rajaram Yadav Chawl,Sahakar Road,Yadav Nagar,Jogeshvari West Congested Area"
1639,"KW 1640 400102 Mamta Chawl,Anand Nagar,Jogeshvari West Congested Area"
1640,"KW 1641 400102 Ganesh Chawl,Anand Nagar,Jogeshvari West Congested Area"
1641,"KW 1642 400102 Mhada Bldg,Near Oshivara Police,Jogeshvari West"
1642,"KW 1643 400102 Om Sai Krupa Chawl,Behraum Baug Road,Ganesh Nagar,Jogeshvari West Congested Area"
1643,"KW 1644 400102 Patliputra Nagar,Gulshan Nagar,Jogeshwari W"
1644,"KW 1645 400102 Ram Janak Singh Chawl,Gulshan Nagar,Jogeshwari W Congested Area"
1645,"KW 1646 400102 Bmc Colony,Anand Nagar,Jogeshwari W Congested Area"
1646,"KW 1647 400102 Aadarsh Chawl,Anand Nagar,Jogeshwari W Congested Area"
1647,"KW 1648 400102 Ganesh Krupa Chawl,Ganesh Nagar,Jogeshwari W Congested Area"
1648,"KW 1649 400102 Abbas Chawl,Shakti Nagar,Jogeshwari W Congested Area"
1649,"KW 1650 400102 Shakti Chawl,Off Captain Samant Marg,Shashtri Nagar,Jogeshwari W Congested Area"
1650,"KW 1651 400102 Bmc Colony Sector 2,New Link Road,Reliable Business Centre,Jogeshvari West Congested Area"
1651,"KW 1652 400102 Jai Bajrang Chawl,New Link Road,Reliable Business Centre,Jogeshvari West Congested Area"
1652,"KW 1653 400102 Aradhana Chawl,New Link Road,Shiv Mandir,Jogeshvari West Congested Area"
1653,"KW 1654 400102 Kamla Guru Chawl,New Link Road,Behraum Baug,Jogeshvari West Congested Area"
1654,"KW 1655 400102 Ram Sharan Sharma Chawl,Agarwal Estate Road,Shastri Nagar,Jogeshvari West Congested Area"
1655,"KW 1656 400102 Ram Dulhar Chawl,Sahakar Road,Yadav Nagar,Jogeshvari West Congested Area"
1656,"KW 1657 400102 Prakash Corporative Society,Bandivali Road,Opp. Malkani Tower,Jogeshvari West"
1657,"KW 1658 400102 Shifting No 3,R.M. Road,Gulshan Nagar,Jogeshvari West Congested Area"
1658,"L 1659 400022 Madhu Swapna Chawl, Mohan Nagar,Hill Road,Near Muktadevi Mandir,Chunabhatti Congested Area"
1659,"L 1660 400022 New Mhada Colony,New Mhada Colony,Chunabhatti"
1660,"L 1661 400022 New Mhada Colany,S.M. Road,Reliance Mart,Chunabhatti"
1661,"L 1662 400022 Siwadashi Mill Chaal,Swadeshi Mill Road,Swadeshi Mill,Chunabhatti,Mumbai Congested Area"
1662,"L 1663 400022 Sawant Chal,Swadeshi Mill Road,Swadeshi Mill,Chunabhatti,Mumbai Congested Area"
1663,"L 1664 400022 Kalakunj So.,Swadeshi Mill Road,Panchsheel Ngr,Chunabhatti,Mumbai 22 Congested Area"
1664,"L 1665 400022 Gavkar Niwas,Swadeshi Mill Road,Swadeshi Mill,Chunabhatti,Mumbai"
1665,"L 1666 400022 Saiyadri Building, Devratna Nagar,Swadeshi Mill Road,Chunavhatti Police Station,Chunabhatti,Mumbai"
1666,"L 1667 400022 Sawanth Chwal,Swadeshi Mill Road,Mohan Nagar,Chunabhatti Congested Area"
1667,"L 1668 400022 Rangari Chwal No-7,Swadeshi Mill Road,Kasaiwada,Chunabhatti,Mumbai Congested Area"
1668,"L 1669 400022 Keashwani Chawl,Vn Purav Marg,Hanuman Galli,Ambika Estate,Chunabhatti Congested Area"
1669,"L 1670 400022 Mayur Cooperative Hsg Society,,Shivshrushti,Chunabhatti Mumbai"
1670,"L 1671 400022 Swadeshi Mill Mhada Sankul,Near Reliance Mart,Chunabhatti Mumbai"
1671,"L 1672 400024 Nehru Nagar,Swadeshi Mill Road,Mhada Colony,Kurla,East"
1672,"L 1673 400024 ,Nehru Nagar Congested Area"
1673,"L 1674 400024 Miranji Patel Chawl, Qureshinagar,S G Barve Marg,Near Jammat Khana,Kurla East Congested Area"
1674,"L 1675 400024 Navjeevan Rahiwashi Sangh,S.G.Barve Marg,Opp. Kamgar Nagar,Kurla (E) Mumbai Congested Area"
1675,"L 1676 400024 Fatimabi Shah Mohd Chawl,S.G.Barve Marg,Near Navnihal Committee, Qureshinagar,Kurla East Mumbai Congested Area"
1676,"L 1677 400024 Kamgar Nagar,S G Barve Marg,Ration Card Office,Kurla(E)"
1677,"L 1678 400024 Nehru Nagar,Kamgar Road,Opp Jagruti Nagar,Kurla East Congested Area"
1678,"L 1679 400024 Dadamiya Usmaan Chawl,Ashok Samrat Road,Near Jamaat Khana, Qureshinagar,Kurla East Mumbai Congested Area"
1679,"L 1680 400024 Qureshinagar,Ashok Samrat Road,Behind Vivek School,Kurla East, Mumbai Congested Area"
1680,"L 1681 400024 Alidada Estate,S G Barve Marg,Near Aatachakki, Dhobighat,Kurla East Mumbai Congested Area"
1681,"L 1682 400024 Yakub Chawl, Alidada Estate,L.B.S Road,Behind Kurla Bus Depo,Kurla East Mumbai Congested Area"
1682,"L 1683 400024 Gafur Chawl,Kasaiwada,Quareshi Nagar,Kurla Mumbai Congested Area"
1683,"L 1684 400024 Galaxy Bilding,Kasaiwada,Near By Mahindra Service Centre,Qureshinagar Kurla East"
1684,"L 1685 400024 Panchsheel Chs,Shivshrushti Road,Nehru Nagar,Kurla(E)"
1685,"L 1686 400024 Zainab Bi Amjad Chawl,Kasaiwada,Qureshinagar,Kurla East Congested Area"
1686,"L 1687 400024 Gulraj Hight,Near Navrebag Jagrati Nagar"
1687,"L 1688 400024 Patra Chawl,Sable Nagar,Behind Udipi Hotel,Nehru Nagar Kurla East Congested Area"
1688,"L 1689 400070 Nikita Building,Marol Military Road,Bamandaya Pada,Andheri East Mumbai"
1689,"L 1690 400070 Kajupada,Sanjay Nagar,Sunder Baug Lane,In Front Of Bismillah Hotel,Kamani Kurla (W) Congested Area"
1690,"L 1691 400070 Rajabhai Chawl, Qureshi Nagar,S G Barve Marg,Kasai Wada, Near Chistiya Masjid,Kurla Mumbai Congested Area"
1691,"L 1692 400070 Sanjay Nagar, Noorani Masjid,Sundar Baug Lane,Opp. Ali Hasan Kirana Store,Kurla Kamani Congested Area"
1692,"L 1693 400070 Chand Tara Chowky, Sanjay Nagar, Mominpura,Sunder Baug Lane,Near Dr Niaz Khan,Kajupada, Kurla Congested Area"
1693,"L 1694 400070 Mig Colony,Pipe Road,Vinoba Bhave Nagar,Kurla West"
1694,"L 1695 400070 Laxmi Pudewali Chawl, Takiya Ward,Lbs Marg,Opp. Kurla Court,Kurla West, Mumbai Congested Area"
1695,"L 1696 400070 Wadia Estate,New Mill Road,Near Abhyuday Bank,Bailbazar, Kurla"
1696,"L 1697 400070 Ashok Nagar,Nss Road,Opposite Imtiyaz Doctor Clinic, Behind Home Guard,Kurla West Congested Area"
1697,"L 1698 400070 Tulja Bhavani Society, Singarewadi,Magan Nathuram Road,Bailbazar,Kurla(W) Congested Area"
1698,"L 1699 400070 Jaguwani Chawl,Masrani Lane,Halav Pool,Kurla West, Mumbai Congested Area"
1699,"L 1700 400070 Ramu Kamble Chawl, Qureshinagar Hill,S G Barve Marg,Near Hamvatan Committee,Kurla East Mumbai Congested Area"
1700,"L 1701 400070 Mig Colony,S G Barve Marg,V.B. Nagar,Kurla West, Mumbai"
1701,"L 1702 400070 Nimbalkar Chawl,Safed Pool,Kurla West Congested Area"
1702,"L 1703 400070 Saraswati Sadan,Halav Pool,Kurla W. Congested Area"
1703,"L 1704 400070 Joshi Wadi Chawl,Masrani Lane,Kurla West, Mumbai-70 Congested Area"
1704,"L 1705 400070 C Block, Ram Bachchan Chawl,Vb Nagar,Kurla West, Mumbai-70 Congested Area"
1705,"L 1706 400070 Abdul Ramjan Gani Bld, Qureshinagar,Behind Gulzar Hotel,Kurla East Mumbai"
1706,"L 1707 400070 Ekta Chawl Committee, Asko Nagar, Hill No 03,Sunder Baug Lane,Sunderbaug,Kurla Kamani Mumbai Congested Area"
1707,"L 1708 400070 Khot Chawl, Gaon Devi,,Kurla West, Mumbai-70 Congested Area"
1708,"L 1709 400070 Gupta Kirana Store, Sanjay Nagar,90 Feet Road,Near Shiv Mandir,Kurla Congested Area"
1709,"L 1710 400070 Mulla Chawl, Kajupada Pipeline,Gali No 3,Near St Jude School,Kurla Congested Area"
1710,"L 1711 400070 Samadhan Chawl,Asalfa,Ashok Nagar,Ghatkopar West Congested Area"
1711,"L 1712 400070 Maksood Estate, Pathanwadi,Wire Galli,Opposite Kalpana Takies,Kurla West Congested Area"
1712,"L 1713 400070 Mohd Nahi Compound, Haryana Wala Lane,Station Road,Haryana Wala Lane,Kurla West Congested Area"
1713,"L 1714 400070 Maharashtra Chawl, Near Shiv Sai Mitra Mandal,Sunder Baug Lane,Sonali Typing Kajupada,Kurla West Congested Area"
1714,"L 1715 400070 Ganeshwadi Chawl, Ganeshwadi Chawl,New Mill Road,Behind Ambika Medical,Tanaji Chauk,Kurla West Congested Area"
1715,"L 1716 400070 Bhartiya Nagar, Near Al-Barkaat School,Vidyavihar Station Road,Vb Nagar,Kurla West Congested Area"
1716,"L 1717 400070 Jaibhunissa Compound,Ag Link Road,Rajiv Nagar,Kurla Congested Area"
1717,"L 1718 400070 Brahmanwadi,Pipe Road,Opp. Lucky Hall,Kurla West, Mumbai Congested Area"
1718,"L 1719 400070 Moon Appartment,Pipe Road,Vb Nagar,Kurla West, Mumbai Congested Area"
1719,"L 1720 400070 Annabai Chawl,Indira Nagar,Sunderbaug,Kurla West Congested Area"
1720,"L 1721 400070 Kapadia Nagar,Cst Rd,Near Workshop,Kurla West Congested Area"
1721,"L 1722 400070 Buddha Colony,Pipe Line Road,Near Hanuman Mandir,Kurla West Congested Area"
1722,"L 1723 400070 Pujari Chawl, Baudha Parnkuti,Pipeline Road,Kajupada,Kurla Congested Area"
1723,"L 1724 400070 Ganaraya Chawl, Shantinagar,Kurla Andheri Road,Safed Pool,Kurla Congested Area"
1724,"L 1725 400070 Babamiya Chawl, Indira Nagar,Kurla Andheri Road,Jari Mari,Kurla Congested Area"
1725,"L 1726 400070 Bismillah Chawl,Halav Pool,Kurla West Congested Area"
1726,"L 1727 400070 Tiranga Chawl,Muslim Society,Near Wall Compound, Jari Mari,Kurla Congested Area"
1727,"L 1728 400070 Sai Baba Housing Society,Lbs Nagar,Kurla Congested Area"
1728,"L 1729 400070 Habibullah Chawl, Behind Gulshan Hotel,Lbs Marg,Kurla Garden,Kurla West Congested Area"
1729,"L 1730 400070 Jay Ambika Nagar, Kamani,Sunderbaug Lane,Near Shiv Mandir,Kurla West Congested Area"
1730,"L 1731 400070 Ekta Chawl, Ashok Nagar,Kamani,Kurla West Congested Area"
1731,"L 1732 400070 Ali Mohd. Chawl, Indira Nagar,Sunderbaug Lane,Kamani,Kurla West Congested Area"
1732,"L 1733 400070 Subedar Chawl, Vijaynagar,Kurla Andheri Road,Near Sahara Hotel,Kurla West Congested Area"
1733,"L 1734 400070 Vijaynagar,Kurla Andheri Road,Jarimari,Kurla West Congested Area"
1734,"L 1735 400070 Sanjay Nagar,Near Dr Gupta Clinic, In Front Of Bismillah Hotel,Kamani, Kurla (W). Congested Area"
1735,"L 1736 400070 Navkranti Seva Mandal, Indira Nagar, Sunderbaug,Sundar Baug Lane,Near Oxford School,Kurla West Congested Area"
1736,"L 1737 400070 Sanjay Nagar,Pipeline Road,Near Police Station, Sunderbaug, Kamani,Kurla West Congested Area"
1737,"L 1738 400070 Gurudatta Nagar,Pipe Road,Raghu Raj Singh Marg,Kurla West, Mumbai Congested Area"
1738,"L 1739 400070 Bhartiya Nagar,Under Sclr Bridge,Near Aqsa Masjid,Kurla West Congested Area"
1739,"L 1740 400070 Garud Chawl, Buddha Colony,Cst Road,Kurla West Congested Area"
1740,"L 1741 400070 Achanak Mitra Mandal, Sandesh Nagar,Kurla Andheri Road,Behind Budh Vlhar,Kurla (W) Congested Area"
1741,"L 1742 400070 Sandesh Nagar,Kurla Andheri Road,Kurla (W) Congested Area"
1742,"L 1743 400070 Zakinabai Chwal,Pipeline Road,Kajupada,Kurla (W) Congested Area"
1743,"L 1744 400070 Sandesh Nagar,Kurla Andheri Road,Kurla (W) Congested Area"
1744,"L 1745 400070 Zakinabai Chwal,Pipe Line Road,Kajupada,Kurla West Congested Area"
1745,"L 1746 400070 Hdil Colony,Premier Road,Opp. Kohinoor Hospital,Kurla West Congested Area"
1746,"L 1747 400070 Bhd Mig Colony,Sclr Link Road,Bhole Nagar,Kurla West Congested Area"
1747,"L 1748 400070 Bhartiya Nagar,Vb Road,Near Transit Camp,Kurla West Congested Area"
1748,"L 1749 400070 Narayan Bhutan Chawl,Pipe Road,Balaji Mandir,Kurla West Congested Area"
1749,"L 1750 400070 Bhartiya Nagar, Vb Nagar,Kohinoor City Road,Opp Aqsa Masjid,Kurla West, Mumbai Congested Area"
